,uniqueID,appTitle,userName,date,date_extracted,rating,text,category,contentRating,comment,sentiScore_pos,sentiScore_neg,label_Bug,label_Feature,label_UserExperience,label_Rating,lemmatized_comment,stopwords_removal,stopwords_removal_lemmatization,stemmed,stopwords_removal_nltk,sentiScore,length_words,Predicted_labels
857110,1318690,Amazon Alexa,arun ganjoo,2019-03-01,2019-04-07,1,This app is super bad,MUSIC AND AUDIO,Everyone,This is super bad,3,-2,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  This is super bad,  this super bad,  this super bad,  this is super bad,  super bad,3,4,Rating
640253,981453,YouTube Music - Stream Songs & Music Videos,Andy mendoza,2019-03-21,2019-04-01,5,I love it,MUSIC AND AUDIO,Teen,I love it,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  I love it,  love,  love,  i love it,  love,3,3,Rating
463578,705485,"Pixel Art: Color by Number, Pixel Color",L L,2018-12-29,2019-04-01,5,"enjoy these,puzzles calms me down",ENTERTAINMENT,Everyone,enjoy these  me down,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  enjoy these me down,  enjoy these,  enjoy these,  enjoy these me down,  enjoy,3,4,Rating
1032893,1592423,Ms.Sibyl - See Future Me,Riley Harris,2019-03-17,2019-04-14,1,"Terrible, broken and expensive",LIFESTYLE,Everyone,Terrible  broken and expensive,1,-4,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Terrible broken and expensive,  terrible broken expensive,  terrible broken expensive,  terribl broken and expens,  terrible broken expensive,-4,4,Rating
250856,380602,"Hulu: Stream TV, Movies & more",Tee Charee,2019-02-17,2019-03-24,1,Worse than Netflix subscribed to the highest package and 75% of the movies and shows are locked. $5 extra for each upgrade. I might as well get cable. Also very low streaming ability.,ENTERTAINMENT,Teen,Worse than to the highest package and  of the and are locked extra for each upgrade  I might as well get cable  Also very low streaming ability,1,-3,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Worse than to the highest package and of the and are locked extra for each upgrade I might a well get cable Also very low streaming ability,  worse than to highest package of locked extra for each upgrade might as well get cable also very low streaming ability,  worse than to highest package of locked extra for each upgrade might a well get cable also very low streaming ability,  wors than to the highest packag and of the and are lock extra for each upgrad i might as well get cabl also veri low stream abil,  worse highest package locked extra upgrade might well get cable also low streaming ability,-3,27,Not_Rating
629852,965595,Pandora Music,A Google User,2019-03-18,2019-04-01,5,awesome just awesome love it that's all send,MUSIC AND AUDIO,Teen,awesome just awesome love it that  s all send,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  awesome just awesome love it that s all send,  awesome just awesome love that all send,  awesome just awesome love that all send,  awesom just awesom love it that s all send,  awesome awesome love send,3,9,Rating
437481,665577,ABCmouse.com,Latasha White,2018-04-11,2019-04-01,5,Was that a lot I have to be with my mom to the hospital and she was going out there andâ?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤â?¤ðŸ˜‚ðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜ƒðŸ˜?ðŸ˜ŽðŸ˜‡ðŸ™„,EDUCATION,Everyone,Was that a lot I have to be with my to the hospital and she was going out there and,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Was that a lot I have to be with my to the hospital and she wa going out there and,  was that lot have to be with to hospital was going there,  wa that lot have to be with to hospital wa going there,  was that a lot i have to be with my to the hospit and she was go out there and,  lot hospital going,1,20,Not_Rating
173227,266960,Tinder,anirudh bunny,2019-02-28,2019-03-13,4,need more access to the user like it must show only the one who is using the app at that moment or those who installed in their mobile,LIFESTYLE,Mature 17+,need more access to the user like it must show only the one who is the at that moment or those who in their mobile,2,-1,Not_Bug,Feature,Not_UserExperience,Not_Rating,  need more access to the user like it must show only the one who is the at that moment or those who in their mobile,  need more access to user like must show only one who at that moment or those who mobile,  need more access to user like must show only one who at that moment or those who mobile,  need more access to the user like it must show onli the one who is the at that moment or those who in their mobil,  need access user like must show one moment mobile,2,25,Not_Rating
606291,927895,Unicorn Slime Maker and Simulator,Ayoub Rather,2018-12-21,2019-04-01,4,It's a good game for me,LIFESTYLE,Everyone,It  s a good game for me,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  It s a good game for me,  good game for,  good game for,  it s a good game for me,  good game,2,7,Rating
426141,648769,"iHeartRadio - Free Music, Radio & Podcasts",Maureen Brake,2019-03-03,2019-03-24,1,"app was working great at first. suddenly, it won't open for over a week now",MUSIC AND AUDIO,Teen,was working great at first  suddenly  it won  t open for over a week now,3,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  wa working great at first suddenly it won t open for over a week now,  was working great at first suddenly won open for over week now,  wa working great at first suddenly won open for over week now,  was work great at first sudden it won t open for over a week now,  working great first suddenly open week,3,15,Rating
357062,545721,CVS/pharmacy,,2019-02-08,2019-03-24,1,app keeps asking for information I've already input in the system,HEALTH AND FITNESS,Everyone,for information I  already input in the system,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  for information I already input in the system,  for information already input system,  for information already input system,  for inform i alreadi input in the system,  information already input system,1,8,Rating
1016200,1566968,"Calm - Meditate, Sleep, Relax",Fergus McNamara,2019-03-16,2019-04-14,5,Very relaxing & has the desired effect. Would recommend.,HEALTH AND FITNESS,Everyone,Very  the desired effect  Would recommend,1,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  Very the desired effect Would recommend,  very desired effect would recommend,  very desired effect would recommend,  veri the desir effect would recommend,  desired effect would recommend,1,6,Rating
918795,1416052,Duolingo: Learn Languages Free,â€¢ Kirsty â€¢,2019-04-14,2019-04-14,5,im sorry for missing 1 spanish lesson please give my family back,FAMILY,Everyone,sorry for missing lesson please give my family back,2,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  sorry for missing lesson please give my family back,  sorry for missing lesson please give family back,  sorry for missing lesson please give family back,  sorri for miss lesson pleas give my famili back,  sorry missing lesson please give family back,2,9,Rating
895949,1378237,Tubi - Free Movies & TV Shows,Linda Brotherton,2019-04-03,2019-04-14,5,I love Tubi it amazing some free apps have movies and tv shows yes but I didnt find much to watch but Tubi has it. Boom now you have a great night of entertainment.,ENTERTAINMENT,Teen,I love it amazing some free have and yes but I didnt find much to watch but it  Boom now you have a great night of entertainment,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  I love it amazing some free have and yes but I didnt find much to watch but it Boom now you have a great night of entertainment,  love amazing some free have yes but didnt find much to watch but boom now have great night of entertainment,  love amazing some free have yes but didnt find much to watch but boom now have great night of entertainment,  i love it amaz some free have and yes but i didnt find much to watch but it boom now you have a great night of entertain,  love amazing free yes didnt find much watch boom great night entertainment,3,27,Not_Rating
432684,658531,PBS KIDS Video,A Google User,2016-03-11,2019-04-01,5,Fun It is fun to watch it.  Because it makes you wants to watch more,EDUCATION,Everyone,Fun It is fun to watch it  Because it you to watch more,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  Fun It is fun to watch it Because it you to watch more,  fun fun to watch because to watch more,  fun fun to watch because to watch more,  fun it is fun to watch it becaus it you to watch more,  fun fun watch watch,2,13,Rating
123596,191200,"Hulu: Stream TV, Movies & more",christalena spiece,2019-02-12,2019-03-13,5,wish I could download for offline watching... it would be wonderful,ENTERTAINMENT,Teen,wish I could for watching  it would be wonderful,3,-1,Not_Bug,Feature,Not_UserExperience,Not_Rating,  wish I could for watching it would be wonderful,  wish could for watching would be wonderful,  wish could for watching would be wonderful,  wish i could for watch it would be wonder,  wish could watching would wonderful,3,9,Rating
118757,183054,Pluto TV - Itâ€™s Free TV,Lloyd David Lieberman,2019-01-22,2019-03-13,2,when will these idiots get a clue!? i thought it was too good to be true. it was. As soon as i saw the damn pillow commercial for the second time.....byebye! uninstalled,ENTERTAINMENT,Teen,when will these get a clue  i thought it was too good to be true  it was  As soon as i saw the damn pillow commercial for the second time   uninstalled,2,-2,Not_Bug,Feature,Not_UserExperience,Not_Rating,  when will these get a clue i thought it wa too good to be true it wa As soon a i saw the damn pillow commercial for the second time uninstalled,  when will these get clue thought was too good to be true was as soon as saw damn pillow commercial for second time uninstalled,  when will these get clue thought wa too good to be true wa a soon a saw damn pillow commercial for second time uninstalled,  when will these get a clue i thought it was too good to be true it was as soon as i saw the damn pillow commerci for the second time uninstal,  get clue thought good true soon saw damn pillow commercial second time uninstalled,2,31,Rating
145442,225549,DisneyNOW â€“ Episodes & Live TV,Gigi Ogans,2018-12-09,2019-03-13,5,"Is amazing, wonder full, and good",FAMILY,Everyone,Is amazing  wonder full  and good,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  Is amazing wonder full and good,  amazing wonder full good,  amazing wonder full good,  is amaz wonder full and good,  amazing wonder full good,3,6,Rating
968408,1489985,slither.io,MR MRG,2019-03-22,2019-04-14,5,best io game,GAME ACTION,Everyone,best io game,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  best io game,  best io game,  best io game,  best io game,  best io game,2,3,Rating
367564,560237,CVS/pharmacy,Beth Fox,2018-10-08,2019-03-24,1,Been trying for days. Won't even download.,HEALTH AND FITNESS,Everyone,Been trying for days  Won  t even,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  Been trying for day Won t even,  been trying for days won even,  been trying for day won even,  been tri for day won t even,  trying days even,1,7,Rating
56262,81563,Fresh EBT - Food Stamp Balance,,2018-12-20,2019-03-08,5,its faster than calling,FINANCE,Everyone,its faster than calling,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  it faster than calling,  faster than calling,  faster than calling,  it faster than call,  faster calling,1,4,Rating
232326,351390,ABCmouse.com,Jessi Minton,2019-02-15,2019-03-24,5,I like to get tickets.,EDUCATION,Everyone,I like to get,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Ratings,  I like to get,  like to get,  like to get,  i like to get,  like get,2,4,Rating
652695,999469,Quizlet: Learn Languages & Vocab with Flashcards,char Kirkpatrick,2019-01-12,2019-04-07,5,absolutely a life save when I need to study.,EDUCATION,Everyone,absolutely a life save when I need to study,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  absolutely a life save when I need to study,  absolutely life save when need to study,  absolutely life save when need to study,  absolut a life save when i need to studi,  absolutely life save need study,2,9,Rating
147082,227939,Duolingo: Learn Languages Free,,2019-03-12,2019-03-13,5,it is good. i hope you guys be able to put another language.ðŸ‘?,FAMILY,Everyone,it is good  i hope you be able to put another language,3,-1,Not_Bug,Feature,Not_UserExperience,Not_Rating,  it is good i hope you be able to put another language,  good hope be able to put another language,  good hope be able to put another language,  it is good i hope you be abl to put anoth languag,  good hope able put another language,3,12,Rating
938396,1445747,Cash App,Areca Hill,2019-04-07,2019-04-14,4,"i lke the cash app ive never had a problem with it,it's very convenient for me n my family.",FINANCE,Everyone,i the cash never had a problem with it  it  s very convenient for me n my family,1,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  i the cash never had a problem with it it s very convenient for me n my family,  cash never had problem with very convenient for n family,  cash never had problem with very convenient for n family,  i the cash never had a problem with it it s veri conveni for me n my famili,  cash never problem convenient n family,-2,18,Not_Rating
839119,1290921,Apple Music,Paressh Murudkar,2019-02-12,2019-04-07,1,keep crashing on my MI A2,MUSIC AND AUDIO,Teen,keep on my MI A2,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  keep on my MI A2,  keep mi a2,  keep mi a2,  keep on my mi a2,  keep mi a2,1,5,Rating
167460,258253,SmartThings,Circle City Fishing,2019-01-21,2019-03-13,4,works fast and really convenient but wish had more options on remote!,LIFESTYLE,Everyone,works fast and really convenient but wish had more on remote,1,-1,Not_Bug,Feature,Not_UserExperience,Not_Rating,  work fast and really convenient but wish had more on remote,  works fast really convenient but wish had more remote,  work fast really convenient but wish had more remote,  work fast and realli conveni but wish had more on remot,  works fast really convenient wish remote,1,11,Rating
123823,191571,Tubi - Free Movies & TV Shows,Rodney Mingo,2019-03-06,2019-03-13,5,it's great,ENTERTAINMENT,Teen,it  s great,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Rating,  it s great,  great,  great,  it s great,  great,3,3,Rating
733105,1124880,Credit Karma,Shelyse Colding,2019-03-30,2019-04-07,5,love it. helps keep me updated on my credit,FINANCE,Everyone,love it  keep me on my credit,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  love it keep me on my credit,  love keep credit,  love keep credit,  love it keep me on my credit,  love keep credit,3,7,Rating
468955,714542,Pluto TV - Itâ€™s Free TV,Larrie Trigo,2019-03-23,2019-04-01,5,a great variety of channels.,ENTERTAINMENT,Teen,a great variety of,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  a great variety of,  great variety of,  great variety of,  a great varieti of,  great variety,3,4,Rating
752075,1153488,Battle Royale: FPS Shooter,A Google User,2019-04-01,2019-04-07,5,it is a one of a kind game,GAME ACTION,Teen,it is a one of a kind game,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Rating,  it is a one of a kind game,  one of kind game,  one of kind game,  it is a one of a kind game,  one kind game,2,8,Rating
237258,358634,PBS KIDS Video,,2018-12-01,2019-03-24,4,"This is a really good app. It is very educational, it has great videos and it is perfect for little kids and toddlers. I watch episodes with my brother all the time",EDUCATION,Everyone,This is a really good  It is very educational  it great and it is perfect for little and  I watch with my brother all the time,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Rating,  This is a really good It is very educational it great and it is perfect for little and I watch with my brother all the time,  this really good very educational great perfect for little watch with brother all time,  this really good very educational great perfect for little watch with brother all time,  this is a realli good it is veri educ it great and it is perfect for littl and i watch with my brother all the time,  really good educational great perfect little watch brother time,3,26,Not_Rating
526095,802216,IRS2Go,A Google User,2015-02-07,2019-04-01,1,"It sux Doesnt work for me, tells me try back later",FINANCE,Everyone,It Doesnt work for me  me try back later,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  It Doesnt work for me me try back later,  doesnt work for try back later,  doesnt work for try back later,  it doesnt work for me me tri back later,  doesnt work try back later,1,9,Rating
870018,1337478,Duolingo: Learn Languages Free,Emmet Young,2019-04-14,2019-04-14,5,Great free language learning app.,EDUCATION,Everyone,Great free language learning,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Rating,  Great free language learning,  great free language learning,  great free language learning,  great free languag learn,  great free language learning,3,4,Rating
729962,1120207,Credit Karma,Jessica Trottier,2019-03-25,2019-04-07,5,"love the app, alerts when credit goes up or down, when loans or credit cards are applied for. very useful!",FINANCE,Everyone,love the  when credit goes up or down  when or credit are applied for  very useful,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  love the when credit go up or down when or credit are applied for very useful,  love when credit goes or when or credit applied for very useful,  love when credit go or when or credit applied for very useful,  love the when credit goe up or down when or credit are appli for veri use,  love credit goes credit applied useful,3,16,Rating
409358,623357,Free Music Player â€“ Online & Offline MP3 Player,EclispedMoon,2019-03-20,2019-03-24,1,Too much lag,MUSIC AND AUDIO,Teen,Too much lag,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  Too much lag,  too much lag,  too much lag,  too much lag,  much lag,1,3,Rating
530037,807968,TurboTax Tax Return App â€“ Max Refund Guaranteed,Luis Morales,2019-03-18,2019-04-01,5,"Excellent app, I highly recommend it to all. Especially our POTUS.",FINANCE,Everyone,Excellent  I highly recommend it to all  Especially our,4,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Excellent I highly recommend it to all Especially our,  excellent highly recommend to all especially,  excellent highly recommend to all especially,  excel i high recommend it to all especi our,  excellent highly recommend especially,4,9,Rating
16711,24171,Duolingo: Learn Languages Free,,2019-02-28,2019-03-08,4,The exercises are repetitive...,EDUCATION,Everyone,The are repetitive,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  The are repetitive,  repetitive,  repetitive,  the are repetit,  repetitive,1,3,Rating
761501,1171162,Battle Royale: FPS Shooter,Team Mojang - MCPE,2019-03-09,2019-04-07,1,this is the absolute most awful game I have ever played in my entire existence.,GAME ACTION,Teen,this is the absolute most awful game I have ever in my entire existence,1,-4,Not_Bug,Not_Feature,UserExperience,Not_Rating,  this is the absolute most awful game I have ever in my entire existence,  this absolute most awful game have ever entire existence,  this absolute most awful game have ever entire existence,  this is the absolut most aw game i have ever in my entir exist,  absolute awful game ever entire existence,-4,14,Not_Rating
165089,254563,Fantastic Face â€“ Face Analysis & Aging Prediction,love Jayla channel jiles,2019-02-12,2019-03-13,1,I think it's stupid,LIFESTYLE,Everyone,I think it  s stupid,1,-2,Not_Bug,Not_Feature,Not_UserExperience,Rating,  I think it s stupid,  think stupid,  think stupid,  i think it s stupid,  think stupid,-2,5,Rating
517756,789945,TurboTax Tax Return App â€“ Max Refund Guaranteed,Steve Sandwell,2019-01-16,2019-04-01,1,simply would not load,FINANCE,Everyone,simply would not load,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  simply would not load,  simply would not load,  simply would not load,  simpli would not load,  simply would load,1,4,Rating
570447,873343,Fitbit,Diane Boose,2019-03-23,2019-04-01,5,"Fun to use, motivating. Glad I bought this one.",HEALTH AND FITNESS,Everyone,Fun to use   Glad I bought this one,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Rating,  Fun to use Glad I bought this one,  fun to use glad bought this one,  fun to use glad bought this one,  fun to use glad i bought this one,  fun use glad bought one,2,8,Rating
463087,704702,Amazon Prime Video,Abhishek Sahu,2019-03-26,2019-04-01,1,App is continuously crashing on nokia 6.1 plus while downloading after recent update. Very frustrating.,ENTERTAINMENT,Teen,is continuously on plus while after recent update  Very,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  is continuously on plus while after recent update Very,  continuously plus while after recent update very,  continuously plus while after recent update very,  is continu on plus while after recent updat veri,  continuously plus recent update,1,9,Rating
534778,814839,IRS2Go,A Google User,2015-03-31,2019-04-01,5,It's telling me i enter the wrong info,FINANCE,Everyone,It  s telling me i enter the wrong,1,-2,Not_Bug,Not_Feature,UserExperience,Not_Rating,  It s telling me i enter the wrong,  telling enter wrong,  telling enter wrong,  it s tell me i enter the wrong,  telling enter wrong,-2,8,Rating
1043098,1608471,Family Locator - GPS Tracker,Faith Lynch,2019-04-13,2019-04-14,5,I get to keep up with my three sons and their families. This gives me a great sense of comfort.,LIFESTYLE,Everyone,I get to keep up with my three sons and their  This me a great sense of comfort,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  I get to keep up with my three son and their This me a great sense of comfort,  get to keep with three sons this great sense of comfort,  get to keep with three son this great sense of comfort,  i get to keep up with my three son and their this me a great sens of comfort,  get keep three sons great sense comfort,3,18,Not_Rating
3486,5223,Kahoot!,Doni Corn,2018-11-04,2019-03-08,5,A great enviroment to learn,EDUCATION,Everyone,A great to learn,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Rating,  A great to learn,  great to learn,  great to learn,  a great to learn,  great learn,3,4,Rating
39597,57405,Chase Mobile,Sam Styles,2019-03-04,2019-03-08,5,very effective and helpful in tracking finances,FINANCE,Everyone,very effective and helpful in,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  very effective and helpful in,  very effective helpful,  very effective helpful,  veri effect and help in,  effective helpful,2,5,Rating
398505,606497,Google Home,Maritza Garcia,2019-03-06,2019-03-24,1,why is it my Pixel has a harder time connecting than my partner's Samsung phone,LIFESTYLE,Everyone,why is it my a harder time than my partner  s phone,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  why is it my a harder time than my partner s phone,  why harder time than partner phone,  why harder time than partner phone,  whi is it my a harder time than my partner s phone,  harder time partner phone,1,12,Not_Rating
44883,65155,PayPal Mobile Cash: Send and Request Money Fast,brit stanglin,2019-03-01,2019-03-08,5,Easiest payment ever ... ?=o),FINANCE,Everyone,Easiest payment ever   o,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Easiest payment ever o,  easiest payment ever o,  easiest payment ever o,  easiest payment ever o,  easiest payment ever,1,4,Rating
1011848,1560641,Fitbit,A Google User,2019-03-28,2019-04-14,5,i love it because it counts all my steps and the monitoring of sleep and hear rate,HEALTH AND FITNESS,Everyone,i love it because it all my and the of sleep and hear rate,3,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  i love it because it all my and the of sleep and hear rate,  love because all of sleep hear rate,  love because all of sleep hear rate,  i love it becaus it all my and the of sleep and hear rate,  love sleep hear rate,3,14,Rating
641912,983865,YouTube Music - Stream Songs & Music Videos,Aayush Grover,2019-03-27,2019-04-01,5,i like this app ðŸ‘Œ,MUSIC AND AUDIO,Teen,i like this,2,-1,Not_Bug,Not_Feature,Not_UserExperience,Rating,  i like this,  like this,  like this,  i like this,  like,2,3,Rating
852399,1311440,YouTube Music - Stream Songs & Music Videos,mudit srivastava,2019-04-02,2019-04-07,1,Background play work around : First play on speakers and minimise or lock screen. then connect your earphones / headphones. Hope they fix this bug lol,MUSIC AND AUDIO,Teen,Background play work around  First play on and or lock screen  then connect your   Hope they fix this bug,3,-2,Bug,Not_Feature,Not_UserExperience,Not_Rating,  Background play work around First play on and or lock screen then connect your Hope they fix this bug,  background play work around first play or lock screen then connect hope fix this bug,  background play work around first play or lock screen then connect hope fix this bug,  background play work around first play on and or lock screen then connect your hope they fix this bug,  background play work around first play lock screen connect hope fix bug,3,19,Rating
490673,749524,YouTube Kids,Saurabh JP,2019-03-18,2019-04-01,3,The app is really nice. Is there any way to select language? I want my kid to watch only videos only in English,FAMILY,Everyone,The is really nice  Is there any way to select language  I want my to watch only only in,3,-1,Not_Bug,Feature,Not_UserExperience,Not_Rating,  The is really nice Is there any way to select language I want my to watch only only in,  really nice there any way to select language want to watch only only,  really nice there any way to select language want to watch only only,  the is realli nice is there ani way to select languag i want my to watch onli onli in,  really nice way select language want watch,3,19,Rating
899171,1383768,Pixel Art: Color by Number,Maisie Hamilton Unwin,2019-04-04,2019-04-14,5,Great and creative game 10\10ðŸ˜?ðŸ˜?ðŸ˜?,ENTERTAINMENT,Everyone,Great and creative game,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Rating,  Great and creative game,  great creative game,  great creative game,  great and creativ game,  great creative game,3,4,Rating
863854,1328510,Pinkfong Baby Shark,monica escamilla,2018-11-18,2019-04-14,5,I love baby shark so much Lol,EDUCATION,Everyone,I love baby shark so much,3,-2,Not_Bug,Not_Feature,Not_UserExperience,Rating,  I love baby shark so much,  love baby shark so much,  love baby shark so much,  i love babi shark so much,  love baby shark much,3,6,Rating
975576,1503077,Battle Royale: FPS Shooter,A Google User,2019-03-08,2019-04-14,5,Cool but guns are hard to find for me,GAME ACTION,Teen,Cool but are hard to find for me,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Cool but are hard to find for me,  cool but hard to find for,  cool but hard to find for,  cool but are hard to find for me,  cool hard find,2,8,Rating
55945,81111,PayPal Mobile Cash: Send and Request Money Fast,Kousik Debnath,2019-03-02,2019-03-08,5,It's excellent & very easy to use & help me lot.,FINANCE,Everyone,It  s excellent  very easy to use  help me lot,4,-1,Not_Bug,Not_Feature,Not_UserExperience,Rating,  It s excellent very easy to use help me lot,  excellent very easy to use help lot,  excellent very easy to use help lot,  it s excel veri easi to use help me lot,  excellent easy use help lot,4,10,Rating
1015978,1566662,Sweatcoin Pays You To Get Fit,Oscar Garza,2019-03-30,2019-04-14,5,cool! app I got semi permanent tattoos from it!!,HEALTH AND FITNESS,Everyone,cool  I got semi permanent from it,2,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  cool I got semi permanent from it,  cool got semi permanent from,  cool got semi permanent from,  cool i got semi perman from it,  cool got semi permanent,2,7,Rating
534203,814043,Bank of America Mobile Banking,Niketa Jackson,2019-04-01,2019-04-01,5,Easy to maneuver,FINANCE,Everyone,Easy to maneuver,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  Easy to maneuver,  easy to maneuver,  easy to maneuver,  easi to maneuv,  easy maneuver,1,3,Rating
499164,762323,Toca Kitchen 2,A Google User,2019-03-20,2019-04-01,5,can you please make all your games free,FAMILY,Everyone,can you please make all your free,2,-1,Not_Bug,Feature,Not_UserExperience,Not_Rating,  can you please make all your free,  can please make all free,  can please make all free,  can you pleas make all your free,  please make free,2,7,Rating
466865,710946,"Hulu: Stream TV, Movies & more",Orion zimmerschied,2019-02-01,2019-04-01,4,I don't understand why but I feel lies Hulu even if you have a good internet connection and you've paid your bill sometime it will not work on your phone,ENTERTAINMENT,Teen,I don  t understand why but I feel Hulu even if you have a good connection and you  your bill sometime it will not work on your phone,2,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  I don t understand why but I feel Hulu even if you have a good connection and you your bill sometime it will not work on your phone,  don understand why but feel hulu even if have good connection bill sometime will not work phone,  don understand why but feel hulu even if have good connection bill sometime will not work phone,  i don t understand whi but i feel hulu even if you have a good connect and you your bill sometim it will not work on your phone,  understand feel hulu even good connection bill sometime work phone,2,28,Not_Rating
387962,590383,"Notepad - Notes with Reminder, ToDo, Sticky notes",Melanie hand,2019-03-22,2019-03-24,1,I didn't like the ads popping up on my contact screen after phone calls.,LIFESTYLE,Everyone,I  t like the up on my contact screen after phone,2,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  I t like the up on my contact screen after phone,  like contact screen after phone,  like contact screen after phone,  i t like the up on my contact screen after phone,  like contact screen phone,2,11,Rating
14602,21164,Quizlet: Learn Languages & Vocab with Flashcards,MB TW,2019-02-09,2019-03-08,5,"Helped me learn Ukrainain, Assyrian, Sumerian, Chinese and Armenian",EDUCATION,Everyone,me learn    and,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  me learn and,  learn,  learn,  me learn and,  learn,1,3,Rating
224193,339419,Remind: School Communication,Ariam Arev,2019-02-08,2019-03-24,5,Great tool to maintain communication witn my son's teacher.,EDUCATION,Everyone,Great tool to maintain communication my son  s teacher,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Rating,  Great tool to maintain communication my son s teacher,  great tool to maintain communication son teacher,  great tool to maintain communication son teacher,  great tool to maintain communic my son s teacher,  great tool maintain communication son teacher,3,9,Rating
693092,1064154,Bitmoji â€“ Your Personal Emoji,Caroline Main,2019-04-05,2019-04-07,5,I've not even,ENTERTAINMENT,Teen,I  not even,1,-1,Not_Bug,Not_Feature,Not_UserExperience,Not_Rating,  I not even,  not even,  not even,  i not even,  even,1,3,Rating
392566,597412,Unicorn Slime Maker and Simulator,Kamryn Jones,2019-01-12,2019-03-24,4,I did not even get to stretch it,LIFESTYLE,Everyone,I did not even get to stretch it,1,-1,Not_Bug,Not_Feature,UserExperience,Not_Rating,  I did not even get to stretch it,  did not even get to stretch,  did not even get to stretch,  i did not even get to stretch it,  even get stretch,1,8,Rating
383182,583059,Tinder,,2019-03-17,2019-03-24,4,I love this app.,LIFESTYLE,Mature 17+,I love this,3,-1,Not_Bug,Not_Feature,Not_UserExperience,Rating,  I love this,  love this,  love this,  i love this,  love,3,3,Rating
193640,296370,Calorie Counter - MyFitnessPal,v gupta,2019-03-01,2019-03-16,4,its a bit slow,HEALTH AND FITNESS,Everyone,its a bit slow,1,-1,Bug,Not_Feature,Not_UserExperience,Not_Rating,  it a bit slow,  bit slow,  bit slow,  it a bit slow,  bit slow,1,4,Rating
